City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Nha Trang,VN,12.25,109.1833,84.2,60,58,7.43,broken clouds
345,Kon Tum,VN,14.35,108.0,84.34,37,35,1.79,scattered clouds
346,Sayville,US,40.7359,-73.0821,32.05,68,75,1.99,broken clouds
347,Kirchhain,DE,50.8167,8.9667,40.86,72,91,13.11,overcast clouds
348,Dawlatabad,AF,36.4141,64.9053,51.04,74,90,4.41,overcast clouds
349,Disna,BY,55.568,28.1971,33.1,98,100,12.53,snow
350,Kalevala,RU,65.2,31.1667,12.96,97,97,2.57,overcast clouds
351,Ulladulla,AU,-35.35,150.4667,87.76,60,25,19.44,scattered clouds
352,Vardo,NO,70.3705,31.1107,21.4,93,100,7.0,light snow
353,Ercis,TR,39.0287,43.3586,24.4,94,99,3.85,light snow
354,Jackson,US,42.4165,-122.8345,49.15,57,0,0.0,clear sky
355,Boa Vista,BR,2.8197,-60.6733,78.78,69,0,6.91,clear sky
356,Medina,SA,24.4686,39.6142,50.43,22,0,11.5,clear sky
357,Laela,TZ,-8.5667,32.05,58.55,92,100,3.0,overcast clouds
358,Ponta Delgada,PT,37.7333,-25.6667,57.92,67,75,9.22,broken clouds
359,Lavrentiya,RU,65.5833,-171.0,-11.88,89,23,4.34,few clouds
360,Kruisfontein,ZA,-34.0033,24.7314,62.89,87,1,8.88,clear sky
361,Cairns,AU,-16.9167,145.7667,83.1,83,100,10.36,moderate rain
362,Ketchikan,US,55.3422,-131.6461,46.38,85,100,8.52,light rain
363,San Francisco,US,37.7749,-122.4194,58.93,51,0,1.01,clear sky
364,Wadi Musa,JO,30.3222,35.4793,34.27,93,99,7.18,overcast clouds
365,Chesma,RU,53.8111,60.6533,-1.84,99,99,2.82,overcast clouds
366,Sabzevar,IR,36.2126,57.6819,41.13,74,96,9.17,overcast clouds
367,Nouakchott,MR,18.0858,-15.9785,60.73,59,97,13.53,overcast clouds
368,Belaya Gora,RU,68.5333,146.4167,-38.47,100,49,1.1,scattered clouds
369,Dhangadhi,NP,28.7079,80.5961,55.67,66,0,2.77,clear sky
370,Tazovskiy,RU,67.4667,78.7,5.49,92,100,16.22,overcast clouds
371,Hofn,IS,64.2539,-15.2082,42.01,95,100,33.6,overcast clouds
372,Kuandian,CN,40.7286,124.7847,21.81,38,0,4.83,clear sky
373,North Platte,US,41.1239,-100.7654,29.12,79,100,3.0,overcast clouds
374,Dunedin,NZ,-45.8742,170.5036,62.8,67,66,11.01,broken clouds
375,Arrifes,PT,37.7667,-25.7,55.65,67,75,9.22,broken clouds
376,Geraldton,AU,-28.7667,114.6,99.01,23,0,12.66,clear sky
377,Bolkhov,RU,53.4433,36.0044,16.9,95,98,13.31,snow
378,Narsaq,GL,60.9167,-46.05,14.22,83,11,6.85,few clouds
379,Tuatapere,NZ,-46.1333,167.6833,64.9,43,100,5.57,overcast clouds
380,Erzin,TR,36.9559,36.2,34.32,65,10,4.7,clear sky
381,Olenino,RU,56.2092,33.4889,23.07,95,100,11.95,snow
382,Nishihara,JP,26.1842,127.7558,69.85,83,75,11.5,broken clouds
383,Eyl,SO,7.9803,49.8164,72.52,68,94,16.67,overcast clouds
384,Nuuk,GL,64.1835,-51.7216,14.61,67,20,20.71,light shower snow
385,Borogontsy,RU,62.6683,131.1683,-21.82,94,40,2.73,scattered clouds
386,Talara,PE,-4.5772,-81.2719,71.15,87,67,9.48,broken clouds
387,Warmbad,NA,-28.45,18.7333,74.26,29,10,9.66,clear sky
388,Palmerston,AU,-12.486,130.9833,78.78,94,75,11.5,thunderstorm with light rain
389,Megion,RU,61.0296,76.1136,3.22,94,91,9.84,overcast clouds
390,Allapalli,IN,19.4167,80.0667,66.87,31,1,3.02,clear sky
391,Havoysund,NO,70.9963,24.6622,22.08,62,100,13.47,light snow
392,Poum,NC,-20.2333,164.0167,83.44,74,21,18.37,few clouds
393,The Valley,AI,18.217,-63.0578,76.82,68,0,12.77,clear sky
394,Basco,PH,20.4487,121.9702,74.86,91,100,25.5,overcast clouds
395,Jan Kempdorp,ZA,-27.9225,24.8305,68.76,59,6,7.83,clear sky
396,Vestmannaeyjar,IS,63.4427,-20.2734,42.87,92,100,27.47,overcast clouds
397,Tecpan,GT,14.7623,-90.9947,52.92,92,4,4.76,clear sky
398,Jalu,LY,29.0331,21.5482,51.08,70,83,4.32,broken clouds
399,Qianan,CN,44.9932,124.0581,10.31,76,3,8.19,clear sky
400,Natalinsk,RU,56.4739,57.8698,-4.05,100,96,3.85,overcast clouds
401,Sawtell,AU,-30.3833,153.1,82.42,61,40,11.5,scattered clouds
402,Anchorage,US,61.2181,-149.9003,28.31,86,100,3.0,light snow
403,Moree,AU,-29.4667,149.85,91.42,38,100,6.91,overcast clouds
404,Magadan,RU,59.5667,150.8,8.92,83,100,12.12,light snow
405,Abu Dhabi,AE,24.4667,54.3667,66.31,74,0,1.99,clear sky
406,Inuvik,CA,68.3499,-133.7218,-24.52,99,100,1.7,overcast clouds
407,Santa Cruz,BO,-17.8,-63.1667,72.86,88,75,11.5,broken clouds
408,Udachnyy,RU,66.4167,112.4,-16.51,97,25,3.78,scattered clouds
409,Flinders,AU,-34.5833,150.8552,90.81,61,16,5.99,few clouds
410,Sibolga,ID,1.7427,98.7792,86.38,61,55,3.98,broken clouds
411,Moron,AR,-34.6534,-58.6198,66.96,71,2,5.03,clear sky
412,Baft,IR,29.234,56.6057,40.23,57,10,2.24,clear sky
413,Bara,NG,10.3744,10.7288,59.56,38,0,7.29,clear sky
414,Sao Francisco Do Sul,BR,-26.2433,-48.6381,72.1,94,100,10.58,overcast clouds
415,Nuevo Arraijan,PA,8.9167,-79.7167,77.41,93,66,5.41,broken clouds
416,Guhagar,IN,17.4842,73.1929,77.9,37,0,9.53,clear sky
417,Astorga,BR,-23.2325,-51.6656,70.2,98,100,9.69,light rain
418,Mendi,PG,-6.1761,143.6513,67.24,75,99,6.26,overcast clouds
419,Vite,IN,17.2833,74.55,68.31,38,3,15.61,clear sky
420,Caravelas,BR,-17.7125,-39.2481,74.73,93,3,5.03,clear sky
421,Gizo,SB,-8.103,156.8419,81.84,75,100,12.26,overcast clouds
422,Khislavichi,RU,54.1871,32.1582,29.57,97,100,14.32,light snow
423,Port Hedland,AU,-20.3167,118.5667,93.25,49,99,24.16,overcast clouds
424,Burnie,AU,-41.0667,145.9167,71.94,93,100,8.57,light rain
425,Moscow,RU,55.7522,37.6156,19.83,95,100,9.69,overcast clouds
426,Isla Mujeres,MX,21.2311,-86.731,75.16,82,47,12.75,scattered clouds
427,Santa Maria,BR,-29.6842,-53.8069,64.06,72,13,7.87,few clouds
428,Korla,CN,41.7597,86.1469,25.47,52,0,3.0,clear sky
429,Harper,LR,4.375,-7.7169,78.1,80,67,3.44,broken clouds
430,Ciudad Bolivar,VE,8.1222,-63.5497,75.81,69,24,11.1,few clouds
431,Sevierville,US,35.8681,-83.5618,41.49,68,100,0.0,overcast clouds
432,Alta Floresta,BR,-9.8756,-56.0861,68.09,97,100,1.36,overcast clouds
433,La Union,PE,-5.4,-80.75,73.35,74,73,9.46,broken clouds
434,Saint-Leu,RE,-21.15,55.2833,77.86,75,9,9.1,clear sky
435,Libreville,GA,0.3925,9.4537,78.17,85,100,4.92,overcast clouds
436,Seydisehir,TR,37.4193,31.8453,2.8,94,52,3.06,broken clouds
437,Moerai,PF,-22.4333,-151.3333,79.74,80,40,14.36,scattered clouds
438,College,US,64.8569,-147.8028,-6.41,75,75,0.0,broken clouds
439,Qeshm,IR,26.9581,56.2719,58.87,69,0,0.54,clear sky
440,Adiake,CI,5.2863,-3.304,74.79,82,40,4.61,light rain
441,Xining,CN,36.6167,101.7667,17.67,74,100,1.57,overcast clouds
442,Lorengau,PG,-2.0226,147.2712,84.9,69,66,7.61,broken clouds
443,Macheng,CN,31.1783,115.0319,36.97,96,100,5.75,overcast clouds
444,Peniche,PT,39.3558,-9.3811,53.46,56,0,10.89,clear sky
445,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,72,0,12.66,clear sky
446,Port Hardy,CA,50.6996,-127.4199,47.75,76,99,7.94,overcast clouds
447,Insch,GB,57.3427,-2.6132,41.92,87,100,4.92,overcast clouds
448,Hermosillo,MX,29.0667,-110.9667,64.24,37,40,1.99,scattered clouds
449,Juneau,US,58.3019,-134.4197,39.22,94,100,1.99,moderate rain
450,Menongue,AO,-14.6585,17.691,61.29,97,100,5.79,overcast clouds
451,Sechura,PE,-5.5569,-80.8222,71.94,79,65,8.77,broken clouds
452,Marzuq,YE,14.4,46.4667,61.81,61,3,1.43,clear sky
453,Bull Savanna,JM,17.8868,-77.5902,71.51,86,14,4.47,few clouds
454,Touros,BR,-5.1989,-35.4608,76.1,85,99,5.21,overcast clouds
455,Andenes,NO,69.3143,16.1194,28.38,69,75,31.07,broken clouds
456,Beroroha,MG,-21.6667,45.1667,76.24,60,1,7.16,clear sky
457,Oparino,RU,59.8518,48.2783,0.23,97,100,6.87,overcast clouds
458,Paamiut,GL,61.994,-49.6678,3.31,79,84,12.44,broken clouds
459,Champasak,LA,14.75,106.0,90.91,31,66,1.19,broken clouds
460,Beberibe,BR,-4.1797,-38.1306,79.16,84,100,6.73,overcast clouds
461,Mandan,US,46.8267,-100.8896,13.21,92,100,6.91,overcast clouds
462,Pionerskiy,RU,54.9508,20.2275,39.04,87,100,29.66,light rain
463,Karasjok,NO,69.4719,25.5112,17.71,96,100,2.24,light snow
464,Marawi,PH,7.9986,124.2928,73.65,63,60,5.64,broken clouds
465,Esso,RU,55.9333,158.7,26.82,96,100,5.93,light snow
466,Rocha,UY,-34.4833,-54.3333,64.36,58,98,4.38,overcast clouds
467,Pecos,US,31.4229,-103.4932,43.83,70,0,3.44,clear sky
468,Ferkessedougou,CI,9.6,-5.2,71.67,19,8,2.89,clear sky
469,Karaton,ID,-6.3424,106.1045,87.96,67,97,4.43,overcast clouds
470,Auchi,NG,7.0667,6.2667,69.19,33,9,3.47,clear sky
471,Ambilobe,MG,-13.2,49.05,74.34,91,97,2.06,overcast clouds
472,Aksu,CN,41.1231,80.2644,26.74,45,0,1.43,clear sky
473,Namtsy,RU,62.7161,129.6658,-30.89,96,16,1.79,few clouds
474,Goedereede,NL,51.8175,3.9806,44.98,83,50,1.01,scattered clouds
475,Union,US,40.6334,-74.2663,31.23,50,100,0.0,overcast clouds
476,Macusani,PE,-14.0833,-70.4333,40.96,75,100,2.33,light rain
477,Zalari,RU,53.5584,102.5065,-1.32,95,99,2.84,overcast clouds
478,San Policarpo,PH,12.1791,125.5072,82.04,79,98,7.23,overcast clouds
479,Ierapetra,GR,35.01,25.7353,44.15,76,9,1.99,clear sky
480,Kloulklubed,PW,7.0419,134.2556,84.7,76,29,10.11,scattered clouds
481,Pitimbu,BR,-7.4706,-34.8086,75.79,80,99,5.21,overcast clouds
482,Benguela,AO,-12.5763,13.4055,78.57,78,100,2.8,overcast clouds
483,Palu,ID,-0.8917,119.8707,86.14,69,100,2.77,overcast clouds
484,Oakland,US,42.6667,-83.3999,26.1,86,100,10.36,overcast clouds
485,Bereda,ES,43.2686,-7.5406,35.42,98,17,3.06,few clouds
486,Saint-Denis,FR,48.9167,2.3333,45.14,97,100,1.01,fog
487,Cockburn Town,TC,21.4612,-71.1419,78.08,70,1,11.59,clear sky
488,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.54,83,76,3.47,broken clouds
489,Bandundu,CD,-3.3167,17.3667,70.99,72,73,2.1,broken clouds
490,Svetlogorsk,BY,52.6333,29.7333,31.84,97,100,11.9,light snow
491,Silver City,US,32.7701,-108.2803,40.68,31,0,5.99,clear sky
492,Kapoeta,SS,4.7717,33.5903,74.77,35,3,2.37,clear sky
493,Chapleau,CA,47.8405,-83.4034,-18.36,100,93,4.09,overcast clouds
494,Puerto Escondido,MX,15.85,-97.0667,77.65,77,0,4.94,clear sky
495,Beidao,CN,34.5686,105.8933,29.95,82,100,4.54,overcast clouds
496,Tura,IN,25.5198,90.2201,62.53,38,0,2.48,clear sky
497,Moose Factory,CA,51.2585,-80.6094,-13.76,88,88,8.12,overcast clouds
498,Barentu,ER,15.1139,37.5928,58.87,84,1,4.45,clear sky
499,Maceio,BR,-9.6658,-35.7353,78.24,88,40,4.61,scattered clouds
500,Verkhnevilyuysk,RU,63.4453,120.3167,-4.34,91,27,7.05,scattered clouds
501,Lazarev,RU,52.225,141.5131,-3.44,81,34,2.04,scattered clouds
502,Deputatskiy,RU,69.3,139.9,-22.63,98,28,4.14,scattered clouds
503,Kidal,ML,18.4411,1.4078,58.15,26,13,13.35,few clouds
504,Gbarnga,LR,6.9956,-9.4722,68.32,99,100,1.59,overcast clouds
505,Winnemucca,US,40.973,-117.7357,33.85,55,0,17.27,clear sky
506,Raudeberg,NO,61.9875,5.1352,35.87,76,100,1.99,overcast clouds
507,Ende,ID,-8.8432,121.6623,86.18,69,100,6.29,overcast clouds
508,Hammond,US,41.5834,-87.5,30.4,83,100,6.91,overcast clouds
509,Klamath Falls,US,42.2249,-121.7817,37.85,56,0,1.01,clear sky
510,Japura,ID,-0.3167,102.35,88.59,56,95,2.55,overcast clouds
511,Abhar,IR,36.1468,49.218,24.58,81,6,11.36,clear sky
512,Bulungu,CD,-4.55,18.6,69.39,83,14,1.01,few clouds
513,Lincoln,US,40.8,-96.667,25.29,73,100,5.01,overcast clouds
514,Calvinia,ZA,-31.4707,19.776,62.15,59,0,5.48,clear sky
515,Avesta,SE,60.1455,16.1679,34.52,76,71,15.57,broken clouds
516,Shingu,JP,33.7333,135.9833,54.03,39,11,9.75,few clouds
517,Ishigaki,JP,24.3448,124.1572,71.19,79,94,16.69,overcast clouds
518,Bairiki,KI,1.3292,172.9752,86.0,74,20,8.05,few clouds
519,Damghan,IR,36.1683,54.348,36.52,73,70,3.96,broken clouds
520,Nemuro,JP,43.3236,145.575,23.16,64,18,6.62,few clouds
521,Kununurra,AU,-15.7667,128.7333,91.38,62,75,11.5,broken clouds
522,Puerto Leguizamo,CO,-0.1934,-74.7819,73.09,83,60,0.85,broken clouds
523,Balezino,RU,57.9796,53.0106,-2.33,99,93,4.59,overcast clouds
524,Svetlyy,RU,54.675,20.1347,39.25,97,100,22.57,light rain
525,North Bend,US,43.4065,-124.2243,46.85,100,0,0.0,clear sky
526,Temanggung,ID,-7.3162,110.1755,79.2,74,92,1.1,overcast clouds
527,Tessalit,ML,20.1986,1.0114,57.54,23,70,11.23,broken clouds
528,Xuddur,SO,4.1213,43.8894,67.73,64,100,12.17,overcast clouds
529,Flin Flon,CA,54.7682,-101.865,-6.47,98,14,6.13,few clouds
530,El Campo,US,29.1966,-96.2697,56.98,66,100,3.44,overcast clouds
531,Sion,CH,46.2291,7.3594,42.78,83,49,1.14,scattered clouds
532,Hamilton,US,39.1834,-84.5333,33.37,84,100,3.44,light snow
533,Glace Bay,CA,46.1969,-59.957,12.58,89,20,5.75,few clouds
534,San Jose,US,37.3394,-121.895,58.86,60,0,3.44,clear sky
535,Talagang,PK,32.9297,72.4158,48.76,33,2,1.57,clear sky
536,Ilo,PE,-17.6394,-71.3375,69.22,82,97,4.94,overcast clouds
537,Lasa,IT,46.6166,10.7002,44.06,82,51,8.55,broken clouds
538,Victor Harbor,AU,-35.5667,138.6167,83.19,67,100,3.0,overcast clouds
539,San Andres,CO,12.5847,-81.7006,80.62,74,20,9.22,few clouds
540,Qasigiannguit,GL,68.8193,-51.1922,5.25,77,100,8.7,overcast clouds
541,Rawson,AR,-43.3002,-65.1023,82.18,31,39,21.5,scattered clouds
542,Bajil,YE,15.0584,43.2851,74.41,80,53,6.33,broken clouds
543,Zyryanka,RU,65.75,150.85,-24.54,96,100,6.06,overcast clouds
544,Manokwari,ID,-0.8667,134.0833,83.26,72,96,3.89,moderate rain
545,Rozhnyativ,UA,48.9358,24.1638,26.82,85,70,7.67,broken clouds
546,Carlsbad,US,33.1581,-117.3506,63.25,60,0,0.0,clear sky
547,Port-Cartier,CA,50.0334,-66.8654,14.11,88,100,10.0,overcast clouds
548,Rock Sound,BS,24.9,-76.2,76.39,74,38,8.05,scattered clouds
549,Murray Bridge,AU,-35.1167,139.2667,84.83,59,47,15.61,scattered clouds
550,Vagur,FO,61.4732,-6.8119,43.81,80,100,27.51,overcast clouds
551,Uyuni,BO,-20.4597,-66.825,50.7,71,94,7.34,overcast clouds
552,Saint-Germain-De-Grantham,CA,45.8334,-72.5658,21.38,87,100,5.99,overcast clouds
553,Berezovyy,RU,51.6667,135.7,3.27,83,100,3.4,overcast clouds
554,Glenwood Springs,US,39.5505,-107.3248,20.43,79,0,0.0,clear sky
555,Orthez,FR,43.4884,-0.7724,44.53,88,0,1.57,clear sky
556,Zemio,CF,5.0314,25.1361,66.43,27,30,4.65,scattered clouds
557,Miri,MY,4.4148,114.0089,80.74,78,40,2.3,light rain
558,Cabedelo,BR,-6.9811,-34.8339,75.87,81,82,5.66,broken clouds
559,Barra Do Garcas,BR,-15.89,-52.2567,70.52,98,99,3.67,overcast clouds
560,Ruse,BG,43.8564,25.9708,31.28,73,49,8.41,scattered clouds
561,Isla Vista,US,34.4133,-119.861,62.67,56,0,4.61,clear sky
562,Vila Velha,BR,-20.3297,-40.2925,78.75,86,40,5.01,scattered clouds
563,Rio Grande,BR,-32.035,-52.0986,68.95,58,100,10.22,overcast clouds
564,Skibotn,NO,69.3913,20.2679,26.47,96,100,4.74,snow
565,Inongo,CD,-1.95,18.2667,73.87,68,99,2.86,overcast clouds
566,Talcahuano,CL,-36.7167,-73.1167,60.48,94,100,5.75,light intensity drizzle
567,Muriwai Beach,NZ,-36.8167,174.45,75.42,44,10,6.22,clear sky
568,Tacuati,PY,-23.45,-56.5833,73.31,99,99,1.43,overcast clouds
569,Bocanda,CI,7.0626,-4.4995,71.01,90,29,3.67,scattered clouds
570,Savonlinna,FI,61.8699,28.88,23.25,100,100,5.75,overcast clouds
571,Lukulu,ZM,-14.3707,23.242,64.92,97,100,8.97,light rain
572,Kerema,PG,-7.9631,145.7785,86.47,63,75,7.31,broken clouds
573,Sarny,UA,51.338,26.6019,33.35,98,100,14.85,overcast clouds
574,Gondanglegi,ID,-7.7479,112.0132,83.05,73,100,1.19,overcast clouds
575,Fort Nelson,CA,58.8053,-122.7002,20.79,100,100,3.44,light snow
576,Arecibo,PR,18.4724,-66.7157,75.2,82,0,6.96,clear sky
577,Tulum,MX,20.2167,-87.4667,73.92,96,20,5.5,few clouds
578,Kota Kinabalu,MY,5.9749,116.0724,84.18,79,20,3.44,heavy intensity rain
579,Bethanien,NA,-26.502,17.1583,74.46,37,70,7.94,broken clouds
580,Northam,GB,51.0333,-4.2167,41.09,84,77,3.85,broken clouds
581,Yima,CN,34.7381,111.8839,31.3,93,100,2.3,light snow
582,Half Moon Bay,US,37.4636,-122.4286,59.61,58,0,0.0,clear sky
583,Wattegama,LK,6.7989,81.4808,81.43,62,48,7.36,scattered clouds
584,Tsabong,BW,-26.0217,22.401,74.32,58,10,9.15,clear sky
585,Mamou,GN,10.5,-12.0,66.76,39,23,0.87,few clouds
586,Roald,NO,62.5833,6.1333,37.54,65,20,9.22,light rain
587,Konongo,GH,6.6167,-1.2167,69.13,98,22,1.19,few clouds
588,At-Bashi,KG,41.1702,75.8106,1.4,60,62,1.83,broken clouds
589,Mwingi,KE,-0.9344,38.0601,62.64,80,93,3.2,overcast clouds
590,Monaghan,IE,54.25,-6.9667,41.02,95,100,6.11,overcast clouds
591,Alofi,NU,-19.0595,-169.9187,84.09,70,10,12.66,clear sky
592,Charters Towers,AU,-20.1,146.2667,75.33,85,100,15.68,overcast clouds
593,Tucurui,BR,-3.7661,-49.6725,71.8,98,100,1.01,overcast clouds
594,Svetlaya,RU,46.5389,138.3297,15.6,53,69,9.1,broken clouds
595,Haverfordwest,GB,51.8017,-4.9691,41.34,89,100,3.98,overcast clouds
596,La Plata,AR,-34.9215,-57.9545,66.0,71,0,7.61,clear sky
597,Tracy,US,37.7397,-121.4252,56.86,69,0,3.0,clear sky
598,Buritis,BR,-15.6178,-46.4233,67.87,93,4,2.66,clear sky
599,Benjamin Constant,BR,-4.3831,-70.0311,77.13,97,100,2.19,overcast clouds
600,Durango,MX,24.8333,-104.8333,53.58,30,94,8.01,overcast clouds
601,Codrington,AU,-38.2667,141.9667,72.14,66,68,12.26,broken clouds
602,Santarem,BR,-2.4431,-54.7083,73.53,100,0,0.0,clear sky
603,Sangar,RU,63.9242,127.4739,-18.94,94,100,3.83,overcast clouds
604,Asmara,ER,15.3333,38.9333,47.55,92,78,6.31,broken clouds
605,Yumen,CN,40.2833,97.2,26.76,26,2,5.91,clear sky
606,Ileza,RU,61.0533,43.9002,9.28,94,100,8.12,overcast clouds
607,Henties Bay,NA,-22.116,14.2845,63.86,85,99,7.92,overcast clouds
608,Saint Anthony,US,45.0205,-93.218,10.24,62,0,6.91,clear sky
609,Erenhot,CN,43.6475,111.9767,11.39,65,3,5.75,clear sky
610,Krasnomayskiy,RU,57.6194,34.4099,21.09,94,100,10.58,light snow
611,Maryville,US,35.7565,-83.9705,40.1,78,100,1.79,overcast clouds
612,Coahuayana,MX,18.7333,-103.6833,70.23,89,68,3.18,broken clouds
613,General Pico,AR,-35.6566,-63.7568,59.41,72,0,7.31,clear sky
614,Gushikawa,JP,26.3544,127.8686,69.8,86,40,13.8,scattered clouds
615,Staunton,US,38.1496,-79.0717,30.92,51,0,3.0,clear sky
616,Sao Fidelis,BR,-21.6461,-41.7469,74.62,91,8,3.42,clear sky
617,Andapa,MG,-14.65,49.65,69.55,88,45,2.3,scattered clouds
618,Auki,SB,-8.7676,160.7034,76.71,93,100,1.63,overcast clouds
619,Nortelandia,BR,-14.4547,-56.8028,72.19,97,100,2.01,overcast clouds
620,Timra,SE,62.487,17.3257,33.48,78,40,16.11,scattered clouds
621,Bonnyville,CA,54.2668,-110.735,16.43,100,74,1.23,broken clouds
622,Jutai,BR,-5.1833,-68.9,73.69,98,100,1.81,overcast clouds
623,Acarau,BR,-2.8856,-40.12,75.47,88,100,7.67,overcast clouds
624,Straumen,NO,63.8709,11.2999,35.6,61,44,17.27,scattered clouds
625,Develi,TR,38.3906,35.4922,6.15,87,45,3.06,scattered clouds
626,Alice Springs,AU,-23.7,133.8833,92.75,43,63,19.57,broken clouds
627,Banepa,NP,27.6298,85.5214,48.52,71,75,2.3,mist
628,Tabou,CI,4.423,-7.3528,78.24,80,61,3.18,broken clouds
629,Meulaboh,ID,4.1363,96.1285,84.36,69,81,2.84,broken clouds
630,Chardara,KZ,41.2547,67.9692,43.2,37,100,9.62,overcast clouds
631,Melo,UY,-32.3667,-54.1833,59.34,76,68,6.42,broken clouds
632,Matagami,CA,49.7502,-77.6328,-14.69,76,0,6.91,clear sky
633,Gorom-Gorom,BF,14.4439,-0.2361,64.18,21,1,10.33,clear sky
634,Shakhovskaya,RU,56.0283,35.5097,16.34,94,96,14.47,snow
635,Monroe,US,43.1501,-77.6831,28.85,82,100,11.5,light snow
636,Mae Hong Son,TH,19.3003,97.9685,75.34,57,20,2.3,few clouds
637,Paramonga,PE,-10.6667,-77.8333,70.16,88,100,6.4,overcast clouds
638,Mayen,DE,50.3333,7.2167,39.69,84,16,12.44,few clouds
639,Agadez,NE,19.75,10.25,49.26,24,17,9.42,few clouds
640,Bagli,IN,22.65,76.35,57.42,37,0,6.2,clear sky
641,Medea,DZ,36.2642,2.7539,25.25,58,52,4.68,broken clouds
642,Puerto Madryn,AR,-42.7692,-65.0385,81.23,30,4,26.84,clear sky
643,Iquique,CL,-20.2208,-70.1431,66.24,75,84,1.1,broken clouds
644,Shenjiamen,CN,29.9576,122.298,43.52,84,100,14.92,overcast clouds
645,Granard,IE,53.7667,-7.5,38.46,97,100,5.68,overcast clouds
646,Johnstown,US,40.3267,-78.922,31.44,75,100,10.36,overcast clouds
647,Sulangan,PH,11.1373,123.7228,82.06,73,30,4.5,scattered clouds
648,Kurilsk,RU,45.2333,147.8833,22.08,58,100,13.31,overcast clouds
649,Likhoslavl,RU,57.1275,35.464,18.25,95,100,10.78,light snow
650,Ozernovskiy,RU,51.5,156.5167,24.08,85,100,32.01,light snow
651,Sawakin,SD,19.1059,37.3321,65.35,63,99,14.23,overcast clouds
652,Riohacha,CO,11.5444,-72.9072,72.57,88,6,9.78,clear sky
653,Pogranichnyy,RU,44.4064,131.3769,16.05,67,45,13.87,scattered clouds
654,Kutum,SD,14.2,24.6667,45.14,23,41,7.81,scattered clouds
655,Gaogou,CN,34.0175,119.1886,39.58,41,100,9.44,overcast clouds
656,Panama City,PA,8.9936,-79.5197,76.42,81,0,3.44,clear sky
657,Dong Hoi,VN,17.4833,106.6,76.26,76,20,6.71,few clouds
658,Thinadhoo,MV,0.5333,72.9333,81.39,63,100,11.83,overcast clouds
659,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,71.51,96,100,4.21,overcast clouds
660,Damaturu,NG,11.747,11.9608,57.09,54,0,9.24,clear sky
661,Quebrada Seca,HN,15.6667,-87.95,75.31,91,4,1.21,clear sky
662,Madras,IN,13.0878,80.2785,80.96,77,75,5.01,mist
663,Abu Samrah,SY,35.3029,37.1841,38.25,89,27,6.29,scattered clouds
664,Zolochiv,UA,49.806,24.8944,34.27,94,100,15.68,overcast clouds
665,Port Shepstone,ZA,-30.7414,30.455,76.73,80,41,13.67,scattered clouds
666,Mocuba,MZ,-16.8392,36.9856,71.69,98,100,2.21,overcast clouds
667,Eenhana,NA,-17.4667,16.3333,74.95,69,100,4.94,overcast clouds
668,Kampot,KH,10.6167,104.1833,84.25,57,48,4.38,scattered clouds
669,Halifax,CA,44.6453,-63.5724,21.22,81,88,1.99,overcast clouds
670,Sanghar,PK,26.0466,68.9481,50.07,14,0,4.16,clear sky
671,Alamosa,US,37.4695,-105.87,11.71,92,0,4.61,clear sky
672,Sinnamary,GF,5.3833,-52.95,75.22,87,65,7.31,broken clouds
673,Qui Nhon,VN,13.7667,109.2333,78.35,73,52,11.9,broken clouds
674,Nichinan,JP,31.6,131.3667,55.76,49,55,1.39,broken clouds
675,Puerto Quijarro,BO,-17.7833,-57.7667,74.55,92,100,1.52,overcast clouds
676,Vredendal,ZA,-31.6683,18.5012,59.41,92,0,6.11,clear sky
677,Cascais,PT,38.6979,-9.4215,54.05,50,0,5.01,clear sky
678,San Quintin,MX,30.4833,-115.95,59.0,68,100,5.39,overcast clouds
679,Pacific Grove,US,36.6177,-121.9166,56.62,76,0,1.01,clear sky
680,Verkhniy Naur,RU,43.6103,45.2454,31.15,96,89,3.18,overcast clouds
681,Clonakilty,IE,51.6231,-8.8706,45.61,92,84,5.14,broken clouds
682,Amboasary,MG,-25.0333,46.3833,72.46,73,2,4.83,clear sky
683,Brae,GB,60.3964,-1.353,42.71,73,85,17.92,overcast clouds
684,Srednekolymsk,RU,67.45,153.6833,-25.15,96,100,6.51,overcast clouds
685,Bumba,CD,2.1833,22.4667,73.65,43,100,2.68,overcast clouds
686,Riyadh,SA,24.6877,46.7219,51.85,30,26,11.5,dust
687,San Pedro,PH,14.35,121.0167,88.83,65,40,3.44,scattered clouds
688,Songea,TZ,-10.6833,35.65,63.72,99,100,1.81,moderate rain
689,Panzhihua,CN,26.5851,101.7128,62.56,47,1,1.45,clear sky
690,Kirakira,SB,-10.4544,161.9205,79.7,88,100,8.97,overcast clouds
691,Waddan,LY,29.1614,16.139,41.83,64,1,1.03,clear sky
692,Altamont,US,42.2068,-121.7372,37.76,55,0,3.0,clear sky
693,Yoichi,JP,43.2039,140.7703,34.23,65,100,13.94,light snow
694,Paita,PE,-5.0892,-81.1144,70.92,85,75,7.85,broken clouds
695,Maunabo,PR,18.0072,-65.8993,75.04,90,1,6.58,clear sky
